"","gender","race.ethnicity","parental.level.of.education","lunch","test.preparation.course","math.score","reading.score","writing.score","science.score"
"611","male","group D","some college","free/reduced","completed",87.6,80.7228915662651,83.5555555555556,85.2541962291003
"612","female","group C","some college","standard","none",83.2,80.2409638554217,84.8888888888889,88.9943033978517
"613","male","group C","bachelor's degree","standard","completed",97.6,95.1807228915663,96,99.2833651534035
"614","female","group C","associate's degree","standard","none",86,88.9156626506024,88.4444444444444,65.0711463831442
"615","female","group A","associate's degree","standard","none",92.8,96.6265060240964,96.8888888888889,52.2256950449027
"616","female","group C","high school","standard","none",84,84.5783132530121,87.5555555555556,73.8223963927784
"617","female","group E","bachelor's degree","standard","none",74.8,73.4939759036145,72.4444444444444,97.3565434692799
"618","male","group D","bachelor's degree","standard","none",95.2,89.3975903614458,92.4444444444444,85.0530012025151
"619","male","group D","master's degree","standard","none",98,90.8433734939759,92.8888888888889,95.0761841325395
"620","male","group C","associate's degree","free/reduced","completed",86,86.9879518072289,85.7777777777778,90.2749217463726
"621","female","group C","high school","free/reduced","none",74,81.2048192771084,79.5555555555556,95.4740805856331
"622","male","group B","bachelor's degree","free/reduced","none",84.8,82.1686746987952,80.4444444444444,81.7659207723358
"623","male","group C","high school","free/reduced","completed",83.2,76.3855421686747,78.6666666666667,73.9472472066209
"624","male","group A","some college","standard","completed",100,98.0722891566265,93.7777777777778,97.6889810469434
"625","female","group E","bachelor's degree","free/reduced","none",84.4,79.7590361445783,83.1111111111111,94.2814071876141
"626","male","group D","some college","standard","completed",100,98.5542168674699,99.5555555555556,97.0570209387134
"627","male","group B","associate's degree","free/reduced","completed",87.6,85.5421686746988,83.5555555555556,86.4174336910921
"628","male","group D","associate's degree","standard","none",84.4,74.9397590361446,76,77.4915565408311
"629","male","group D","some college","free/reduced","none",79.6,79.2771084337349,76,79.0216267395162
"630","female","group C","some high school","standard","completed",77.6,76.3855421686747,80,89.5279023779671
"631","male","group D","some college","standard","none",86.8,82.6506024096386,86.6666666666667,84.6235115394354
"632","male","group B","high school","standard","none",91.6,80.7228915662651,84.4444444444444,73.5949175979468
"633","female","group B","bachelor's degree","standard","completed",86.4,87.4698795180723,91.5555555555556,74.1071699625333
"634","female","group C","high school","standard","none",90,94.2168674698795,93.3333333333333,63.6114850360585
"635","male","group D","some high school","standard","none",93.6,92.289156626506,91.1111111111111,94.0763192127448
"636","male","group A","high school","standard","none",88.4,87.4698795180723,84,86.3270331273328
"637","female","group B","high school","free/reduced","completed",86.8,90.3614457831325,91.5555555555556,77.8567914333614
"638","female","group D","some high school","standard","completed",92,96.144578313253,94.6666666666667,59.2521851021098
"639","male","group E","some college","standard","none",94.4,88.433734939759,88.4444444444444,92.714892579751
"640","female","group D","associate's degree","standard","none",90.4,87.4698795180723,88,74.8067947080772
"641","male","group D","high school","standard","none",76.4,76.8674698795181,78.2222222222222,68.5479265827744
"642","female","group D","associate's degree","free/reduced","completed",89.6,94.2168674698795,95.5555555555556,64.3930450078241
"643","female","group B","some high school","free/reduced","none",88.8,90.8433734939759,90.6666666666667,70.7110486826001
"644","female","group E","high school","standard","completed",89.6,89.8795180722892,91.1111111111111,72.0714405731978
"645","male","group B","high school","standard","none",88,83.1325301204819,82.2222222222222,82.2050136333777
"646","female","group B","bachelor's degree","standard","completed",86,90.8433734939759,91.5555555555556,66.7713382632611
"647","female","group D","associate's degree","standard","none",83.6,85.5421686746988,84.4444444444444,79.2411040321601
"648","female","group E","high school","free/reduced","none",85.6,81.6867469879518,85.7777777777778,81.4635333332736
"649","female","group B","high school","standard","none",80,77.3493975903614,80,91.8679957931447
"650","female","group D","some college","standard","completed",87.6,89.8795180722892,91.5555555555556,82.6863593690407
"651","male","group C","some high school","free/reduced","completed",80.4,78.7951807228916,79.1111111111111,74.6123853675358
"652","female","group A","high school","standard","completed",87.2,90.3614457831325,89.3333333333333,61.190997292779
"653","female","group D","some college","standard","completed",94,93.2530120481928,99.1111111111111,59.344918591302
"654","female","group A","associate's degree","standard","completed",86,85.5421686746988,88.4444444444444,72.0483240449521
"655","female","group B","some high school","standard","none",89.2,89.8795180722892,90.6666666666667,68.9270717971687
"656","female","group B","some college","standard","none",84.8,84.0963855421687,85.3333333333333,80.7000978312205
"657","male","group C","associate's degree","free/reduced","none",90.8,84.0963855421687,84,86.2567810165555
"658","male","group D","some high school","standard","none",87.6,83.6144578313253,82.6666666666667,77.2867264417431
"659","female","group D","associate's degree","free/reduced","none",77.2,80.7228915662651,81.3333333333333,93.9342473846283
"660","male","group D","associate's degree","standard","none",96,93.7349397590361,93.3333333333333,90.0476500129302
"661","male","group C","some college","free/reduced","none",89.6,88.9156626506024,88,89.9851493076187
"662","male","group C","some high school","standard","none",89.2,83.6144578313253,83.5555555555556,88.6875011371075
"663","female","group D","some college","free/reduced","none",82,86.0240963855422,86.2222222222222,80.392862592483
"664","female","group C","high school","standard","none",86,85.0602409638554,85.3333333333333,77.4189025302051
"665","male","group D","associate's degree","standard","none",92,82.1686746987952,83.5555555555556,75.4291704526986
"666","female","group C","some high school","free/reduced","completed",80,80.7228915662651,82.2222222222222,85.3880978391379
"667","female","group C","some college","free/reduced","completed",85.2,86.9879518072289,87.1111111111111,83.275937560651
"668","female","group B","bachelor's degree","free/reduced","none",90.8,92.7710843373494,94.2222222222222,61.836818472607
"669","male","group C","some college","standard","none",89.2,87.4698795180723,82.6666666666667,82.8849946397753
"670","male","group D","associate's degree","standard","completed",92.4,86.5060240963855,89.7777777777778,87.8810148808424
"671","female","group C","high school","free/reduced","none",86.4,88.433734939759,85.7777777777778,72.7938348343964
"672","male","group D","associate's degree","free/reduced","none",80.8,79.2771084337349,77.7777777777778,85.2046752817989
"673","female","group C","some college","standard","none",87.6,89.3975903614458,89.3333333333333,74.8088322396456
"674","female","group C","associate's degree","standard","completed",86,92.289156626506,92.8888888888889,62.9352761965215
"675","female","group D","high school","standard","completed",87.6,88.9156626506024,90.2222222222222,74.171806472738
"676","female","group B","some college","standard","completed",80,82.6506024096386,84.8888888888889,84.7060932285293
"677","female","group E","some college","standard","completed",89.2,89.3975903614458,89.3333333333333,70.9383537143565
"678","female","group C","some high school","standard","completed",88,91.3253012048193,89.3333333333333,61.7409804706131
"679","male","group D","associate's degree","free/reduced","none",92.4,87.9518072289157,90.2222222222222,94.4001774760603
"680","male","group D","some college","free/reduced","none",85.2,81.2048192771084,82.2222222222222,83.1488751815385
"681","female","group D","high school","standard","none",86.8,86.5060240963855,88.4444444444444,84.842473748507
"682","male","group B","high school","standard","none",84,84.5783132530121,82.2222222222222,82.0533726982326
"683","male","group B","high school","standard","none",84.8,78.3132530120482,79.5555555555556,76.1273204852615
"684","female","group C","some high school","free/reduced","completed",71.6,71.0843373493976,75.1111111111111,96.4926484013884
"685","male","group B","some college","standard","completed",84.8,83.6144578313253,85.7777777777778,82.115130510259
"686","female","group E","master's degree","standard","completed",97.6,99.5180722891566,100,66.0327514456722
"687","male","group E","some college","standard","completed",94,87.9518072289157,85.7777777777778,87.6338327350288
"688","male","group D","associate's degree","free/reduced","none",90.8,89.3975903614458,88,86.4279583868709
"689","male","group A","high school","free/reduced","none",81.2,79.7590361445783,75.1111111111111,72.3153616962349
"690","male","group E","some college","free/reduced","none",97.2,95.1807228915663,92.4444444444444,98.093116414399
"691","female","group C","associate's degree","standard","none",79.6,77.3493975903614,79.1111111111111,87.9229759876313
"692","female","group E","associate's degree","free/reduced","none",89.2,88.433734939759,90.2222222222222,67.9684298207856
"693","female","group C","bachelor's degree","free/reduced","completed",86.4,87.4698795180723,91.5555555555556,77.3210951380044
"694","female","group D","associate's degree","standard","none",90.8,88.9156626506024,88,72.3411588198184
"695","female","group C","some high school","standard","none",79.6,82.1686746987952,80.4444444444444,79.171509057972
"696","female","group D","some college","free/reduced","none",91.6,94.6987951807229,93.7777777777778,62.4147315612887
"697","female","group C","associate's degree","standard","completed",90,91.3253012048193,95.5555555555556,69.1001321433809
"698","female","group A","bachelor's degree","standard","none",83.6,86.5060240963855,86.6666666666667,79.3238823295412
"699","female","group D","associate's degree","standard","completed",82.8,89.3975903614458,90.6666666666667,69.0797245389073
"700","male","group C","high school","free/reduced","none",86.4,83.6144578313253,81.7777777777778,83.8145036980628
"701","female","group E","bachelor's degree","standard","completed",91.6,90.8433734939759,92,60.035425822104
"702","female","group B","some high school","standard","none",82.8,84.0963855421687,87.5555555555556,81.5093743884736
"703","male","group A","bachelor's degree","standard","completed",94.8,92.289156626506,94.2222222222222,96.0073678625053
"704","female","group D","some college","standard","none",85.2,82.6506024096386,85.3333333333333,85.2403162877608
"705","female","group B","some high school","free/reduced","completed",83.6,82.1686746987952,84,86.2841140426857
"706","male","group A","bachelor's degree","free/reduced","none",84.8,86.5060240963855,84.4444444444444,85.6965621347686
"707","male","group D","high school","standard","none",78.4,68.1927710843374,71.5555555555556,68.0198350635355
"708","male","group C","some college","standard","none",86.4,80.2409638554217,78.6666666666667,81.3567468079705
"709","male","group D","high school","standard","none",95.6,93.7349397590361,90.6666666666667,93.8168363203855
"710","female","group D","associate's degree","free/reduced","completed",76.8,81.2048192771084,81.3333333333333,84.732121223079
"711","male","group C","some college","standard","completed",97.2,92.289156626506,95.5555555555556,90.888892023995
"712","female","group E","some high school","standard","completed",92,92.7710843373494,93.3333333333333,74.1439550969813
"713","female","group D","some college","standard","none",99.2,100,99.5555555555556,50.771255016978
"714","male","group D","master's degree","standard","none",92.4,90.8433734939759,92.8888888888889,89.5657571683464
"715","female","group B","some high school","standard","completed",84,85.5421686746988,88.4444444444444,85.8654090794425
"716","female","group B","associate's degree","free/reduced","completed",90.4,97.1084337349398,94.2222222222222,49.1473188911269
"717","male","group C","associate's degree","standard","completed",89.2,89.3975903614458,87.5555555555556,93.8464698606552
"718","female","group C","associate's degree","standard","completed",98.4,98.0722891566265,99.5555555555556,62.4144311194515
"719","female","group C","high school","standard","none",90.4,88.433734939759,88.4444444444444,74.2378319809604
"720","male","group E","associate's degree","free/reduced","completed",96.4,86.9879518072289,91.1111111111111,80.3373757835728
"721","female","group C","some college","free/reduced","none",84.8,86.5060240963855,86.6666666666667,71.4164546336132
"722","male","group D","some high school","free/reduced","completed",82,80.2409638554217,81.7777777777778,75.8503112823127
"723","female","group B","some high school","free/reduced","completed",89.6,95.1807228915663,94.6666666666667,53.5994680670476
"724","male","group C","high school","standard","none",80,74.9397590361446,74.2222222222222,74.5497083087412
"725","male","group B","some college","standard","none",78.8,72.5301204819277,73.7777777777778,78.155114113338
"726","male","group E","some college","standard","completed",92.4,87.4698795180723,87.1111111111111,82.1850149029425
"727","female","group E","associate's degree","standard","completed",86,87.9518072289157,89.7777777777778,70.3585856521471
"728","male","group E","some high school","standard","completed",87.2,76.3855421686747,80.8888888888889,78.2279136581946
"729","female","group D","high school","free/reduced","none",89.2,96.144578313253,92.8888888888889,68.4050410129019
"730","male","group C","some college","standard","none",81.2,70.6024096385542,72,71.1666463321583
"731","female","group B","associate's degree","free/reduced","completed",87.2,88.9156626506024,91.1111111111111,74.6409559730637
"732","male","group A","some high school","free/reduced","none",82,73.9759036144578,74.6666666666667,74.0025774508437
"733","female","group C","some college","standard","completed",94.8,94.6987951807229,97.3333333333333,58.4542653511176
"734","male","group D","some high school","standard","none",82,74.4578313253012,75.1111111111111,75.702431148613
"735","female","group E","some college","free/reduced","none",81.2,79.7590361445783,80.8888888888889,87.514706417928
"736","male","group C","master's degree","standard","none",86.8,79.2771084337349,81.7777777777778,86.3189127138275
"737","male","group C","associate's degree","standard","none",96.8,89.8795180722892,92.8888888888889,88.2215999836618
"738","female","group B","some college","free/reduced","completed",81.2,83.6144578313253,88,88.4356179741809
"739","male","group D","associate's degree","standard","none",92.4,86.0240963855422,88,84.8501650121057
"740","male","group C","high school","free/reduced","none",84.4,80.7228915662651,80,82.4039034002949
"741","male","group D","bachelor's degree","standard","none",92,86.9879518072289,87.5555555555556,88.3290992006727
"742","female","group A","associate's degree","free/reduced","none",74.8,79.2771084337349,80.4444444444444,84.6935014509858
"743","female","group C","high school","standard","none",92.4,92.289156626506,92,62.3598116985113
"744","female","group C","associate's degree","standard","completed",83.6,86.9879518072289,87.5555555555556,82.1518127153926
"745","male","group B","some college","free/reduced","none",82,78.3132530120482,76.4444444444444,75.5181469227947
"746","male","group D","associate's degree","standard","none",88.8,89.8795180722892,88.4444444444444,88.0988842761771
"747","male","group D","high school","standard","none",87.6,87.9518072289157,87.1111111111111,94.4037703125982
"748","male","group C","some college","standard","none",87.6,82.6506024096386,85.7777777777778,85.2657163001203
"749","female","group C","bachelor's degree","free/reduced","none",80,80.7228915662651,81.7777777777778,78.3545433451054
"750","male","group B","some college","standard","completed",94.8,92.289156626506,93.7777777777778,92.3131970354166
"751","male","group D","some high school","standard","completed",88.4,85.0602409638554,85.7777777777778,81.6464309305909
"752","male","group E","some college","standard","none",87.2,86.5060240963855,84.4444444444444,90.2074718613191
"753","male","group C","master's degree","free/reduced","completed",91.6,88.9156626506024,88.8888888888889,84.4025660023974
"754","female","group C","some high school","standard","completed",90.8,95.1807228915663,93.3333333333333,62.6085410798514
"755","male","group C","associate's degree","free/reduced","none",83.2,78.3132530120482,79.1111111111111,85.4913973401382
"756","female","group E","associate's degree","standard","none",93.6,97.5903614457831,96.4444444444444,55.4759037510668
"757","male","group D","some college","standard","none",82,79.7590361445783,78.6666666666667,78.4139726122224
"758","male","group E","bachelor's degree","free/reduced","completed",88,84.5783132530121,87.5555555555556,87.7743119000244
"759","female","group D","some college","free/reduced","completed",80.8,80.2409638554217,84.4444444444444,90.8734159251073
"760","male","group B","some college","standard","completed",87.6,88.9156626506024,89.7777777777778,87.2694858499423
"761","female","group C","high school","free/reduced","none",81.2,86.5060240963855,84,83.2111054463162
"762","female","group D","some high school","standard","none",79.2,79.7590361445783,79.5555555555556,92.0814306824482
"763","male","group D","some high school","standard","completed",91.2,90.8433734939759,93.7777777777778,91.8345578319475
"764","female","group B","high school","standard","none",84.8,81.6867469879518,83.5555555555556,93.7263083475436
"765","male","group D","some college","standard","none",84,82.1686746987952,81.7777777777778,80.4025250161669
"766","female","group B","high school","standard","none",89.6,86.5060240963855,87.5555555555556,80.2193313720372
"767","female","group C","high school","standard","completed",83.2,87.9518072289157,89.7777777777778,66.8543870191696
"768","male","group B","high school","standard","completed",90.4,81.6867469879518,82.2222222222222,78.6220084540835
"769","female","group D","some high school","standard","none",87.2,86.0240963855422,88.8888888888889,82.7020089418022
"770","male","group A","some college","free/reduced","none",83.2,80.7228915662651,80.8888888888889,81.9933618501501
"771","male","group B","high school","standard","none",80.8,74.9397590361446,77.3333333333333,79.6629706657925
"772","male","group D","bachelor's degree","standard","none",90,86.9879518072289,88.4444444444444,92.8354639799794
"773","female","group B","some high school","free/reduced","completed",80.8,84.0963855421687,87.5555555555556,85.6339683413144
"774","female","group C","bachelor's degree","free/reduced","none",84.8,89.3975903614458,90.6666666666667,73.0391244724392
"775","male","group B","some college","standard","none",86.4,83.1325301204819,82.2222222222222,80.4473410123072
"776","female","group B","some high school","free/reduced","none",79.6,79.7590361445783,80,90.0551866107986
"777","female","group B","high school","standard","none",86.4,86.5060240963855,86.6666666666667,82.9775769673307
"778","female","group C","some college","free/reduced","none",74,73.0120481927711,74.6666666666667,99.0068212595285
"779","female","group A","some college","standard","completed",88.8,89.8795180722892,92,64.5280596653199
"780","male","group E","associate's degree","standard","completed",97.6,92.7710843373494,92,93.5856274772159
"781","female","group D","associate's degree","free/reduced","none",78.4,78.7951807228916,80.8888888888889,88.0437984165907
"782","female","group B","master's degree","standard","none",90.8,95.1807228915663,92.8888888888889,66.9913022594035
"783","female","group B","high school","free/reduced","completed",90.4,92.7710843373494,92,65.3403299320065
"784","female","group C","associate's degree","standard","completed",80.8,80.2409638554217,83.1111111111111,97.1767642982465
"785","male","group C","bachelor's degree","standard","completed",96.4,90.8433734939759,90.6666666666667,86.1932932025222
"786","female","group B","some high school","standard","completed",72.8,76.3855421686747,75.1111111111111,100
"787","female","group E","some high school","free/reduced","none",88.8,89.8795180722892,89.7777777777778,73.726134487137
"788","female","group B","some college","standard","none",67.6,70.1204819277108,69.7777777777778,97.2759953603984
"789","male","group C","associate's degree","free/reduced","none",87.2,83.1325301204819,82.6666666666667,83.4290642590727
"790","female","group C","master's degree","free/reduced","none",80.8,83.1325301204819,82.6666666666667,93.6360659694684
"791","female","group B","high school","standard","none",79.2,81.6867469879518,82.2222222222222,87.1825301379113
"792","female","group D","some college","free/reduced","none",84,83.6144578313253,86.6666666666667,87.1108858322943
"793","male","group D","high school","free/reduced","none",86.4,87.4698795180723,86.2222222222222,89.5735690245071
"794","male","group E","some high school","standard","completed",95.6,92.289156626506,89.7777777777778,98.4752323240775
"795","female","group B","high school","standard","none",76.8,76.8674698795181,78.2222222222222,98.221925054694
"796","female","group E","associate's degree","free/reduced","completed",82.8,84.5783132530121,88,75.4337074245469
"797","male","group D","high school","standard","none",88,85.5421686746988,86.6666666666667,84.4028020678889
"798","female","group E","associate's degree","free/reduced","none",88,92.289156626506,91.5555555555556,65.9130034681041
"799","male","group E","some college","standard","none",87.6,80.7228915662651,79.5555555555556,80.6898591852038
"800","female","group C","associate's degree","standard","none",80.8,78.3132530120482,80.8888888888889,96.741683215929
"801","male","group C","some high school","standard","completed",86.8,86.9879518072289,85.7777777777778,90.2629392602975
"802","male","group C","some high school","standard","completed",90.4,90.3614457831325,88,93.1570823045926
"803","female","group E","associate's degree","standard","none",94.8,97.1084337349398,97.7777777777778,56.1833944304981
"804","female","group B","some college","standard","none",92.8,92.7710843373494,94.2222222222222,61.7317620879399
"805","female","group C","some college","standard","none",89.2,88.433734939759,90.2222222222222,72.3669484714458
"806","male","group A","some college","free/reduced","none",90,90.8433734939759,88.4444444444444,93.9857352179011
"807","female","group D","some college","free/reduced","none",85.6,87.4698795180723,88.8888888888889,73.8873522721888
"808","female","group E","high school","free/reduced","none",76.4,73.4939759036145,73.3333333333333,90.1645707659772
"809","male","group C","high school","standard","none",96,87.9518072289157,86.2222222222222,87.9651387095528
"810","male","group B","bachelor's degree","standard","none",83.6,77.8313253012048,78.2222222222222,70.4063920334289
"811","male","group A","some high school","standard","none",80.4,66.7469879518072,71.5555555555556,69.1264262209109
"812","male","group A","high school","free/reduced","none",78,74.4578313253012,77.3333333333333,76.8278917527407
"813","female","group C","master's degree","standard","completed",81.6,82.6506024096386,85.3333333333333,87.7959871005552
"814","male","group E","some high school","standard","completed",94.8,92.289156626506,89.3333333333333,92.3162204265309
"815","female","group C","high school","standard","none",88.8,90.3614457831325,92.4444444444444,70.2729287100521
"816","male","group B","some high school","standard","completed",97.6,93.2530120481928,94.2222222222222,92.3167593921716
"817","female","group A","bachelor's degree","standard","none",78,80.2409638554217,84,86.0464689863308
"818","male","group D","bachelor's degree","free/reduced","completed",84.4,85.5421686746988,89.3333333333333,89.7577865536049
"819","female","group B","high school","free/reduced","none",84,86.5060240963855,85.7777777777778,71.2190466623742
"820","female","group C","some high school","standard","none",90.8,95.6626506024096,94.6666666666667,66.1250092571366
"821","female","group A","some high school","standard","completed",94,95.1807228915663,96.4444444444444,66.3226709559257
"822","female","group D","bachelor's degree","free/reduced","none",91.2,95.1807228915663,96.8888888888889,69.9519460159486
"823","male","group E","some college","free/reduced","completed",79.6,76.8674698795181,78.2222222222222,72.7912321909882
"824","female","group B","high school","free/reduced","none",88.4,93.7349397590361,92,59.0810773745233
"825","female","group C","some high school","free/reduced","none",79.2,79.7590361445783,78.6666666666667,89.1863122690023
"826","male","group C","high school","standard","none",84.8,84.0963855421687,81.3333333333333,79.0286086684346
"827","female","group C","associate's degree","free/reduced","completed",82.4,84.5783132530121,86.6666666666667,84.5765493752899
"828","female","group C","some high school","standard","none",86,85.0602409638554,89.3333333333333,83.4123470194641
"829","female","group D","some high school","free/reduced","completed",87.6,93.2530120481928,91.5555555555556,61.9825485318731
"830","male","group B","some high school","standard","none",87.2,77.8313253012048,79.1111111111111,80.2538017786815
"831","female","group A","some college","free/reduced","none",84.4,80.7228915662651,80.8888888888889,83.8545587642567
"832","female","group C","bachelor's degree","free/reduced","completed",89.6,93.2530120481928,95.1111111111111,67.2734330405829
"833","male","group A","bachelor's degree","standard","none",85.6,80.7228915662651,81.3333333333333,78.4201995599387
"834","female","group B","high school","standard","completed",90.8,91.3253012048193,95.1111111111111,68.4496226702274
"835","male","group B","some college","standard","none",83.2,75.9036144578313,75.5555555555556,77.4402067625295
"836","female","group C","high school","standard","completed",84,82.6506024096386,88.4444444444444,85.1387978626388
"837","male","group E","high school","standard","none",89.2,82.6506024096386,80.8888888888889,91.0176974449943
"838","female","group A","high school","standard","completed",90,91.3253012048193,90.6666666666667,60.747253105744
"839","male","group B","associate's degree","free/reduced","completed",83.2,79.2771084337349,79.1111111111111,73.9857516038775
"840","female","group C","associate's degree","standard","none",86.4,88.9156626506024,88,70.4105305296251
"841","female","group D","high school","free/reduced","none",75.6,76.8674698795181,76,100
"842","male","group C","some high school","standard","none",85.6,79.7590361445783,78.2222222222222,83.7395149437151
"843","female","group B","high school","free/reduced","completed",69.2,73.0120481927711,71.5555555555556,97.5178106954266
"844","male","group B","some college","free/reduced","completed",89.6,88.9156626506024,89.3333333333333,91.8827415650909
"845","female","group D","some high school","free/reduced","completed",76,83.1325301204819,84,83.6327819194609
"846","male","group E","master's degree","standard","none",96,92.7710843373494,92.8888888888889,84.4156109829187
"847","male","group C","master's degree","standard","completed",96.4,92.7710843373494,93.3333333333333,96.2137617025798
"848","male","group D","high school","standard","none",85.6,77.8313253012048,77.7777777777778,78.4875072297343
"849","female","group C","high school","standard","none",83.6,86.5060240963855,85.7777777777778,72.9723016330547
"850","male","group D","associate's degree","standard","none",92,87.9518072289157,86.2222222222222,85.8941610472115
"851","male","group C","master's degree","standard","none",88.4,84.0963855421687,85.3333333333333,82.747123478294
"852","female","group A","high school","standard","none",84.4,84.5783132530121,83.5555555555556,79.6392884835691
"853","female","group E","some college","standard","none",94.8,92.7710843373494,96.8888888888889,62.3470672417606
"854","male","group E","some high school","standard","none",92.8,84.0963855421687,82.6666666666667,80.0566888049968
"855","male","group C","some high school","standard","none",84.8,82.6506024096386,80,80.6132269585763
"856","female","group B","bachelor's degree","standard","none",98.8,98.5542168674699,98.2222222222222,50.8917476922679
"857","male","group B","some college","free/reduced","none",90,84.5783132530121,84.4444444444444,84.5089233912834
"858","female","group C","bachelor's degree","standard","none",86,89.8795180722892,91.5555555555556,73.9935451517924
"859","male","group B","high school","standard","completed",80.8,75.4216867469879,76,81.4056636349175
"860","male","group C","associate's degree","free/reduced","none",94.8,86.9879518072289,87.5555555555556,92.721967617702
"861","female","group C","associate's degree","standard","none",81.2,81.6867469879518,79.1111111111111,92.7474907716741
"862","female","group E","master's degree","free/reduced","none",92.4,93.2530120481928,94.2222222222222,66.0415029547947
"863","male","group D","bachelor's degree","free/reduced","completed",75.6,72.0481927710843,72.4444444444444,68.0504042417177
"864","female","group C","some college","standard","completed",88.4,86.0240963855422,91.1111111111111,80.8922047953474
"865","male","group C","associate's degree","standard","none",98.8,96.6265060240964,96,89.8027463544572
"866","male","group D","some college","standard","completed",92.8,91.3253012048193,94.6666666666667,85.2406029252987
"867","male","group C","high school","free/reduced","none",83.6,77.3493975903614,78.6666666666667,73.885409965243
"868","male","group B","associate's degree","standard","none",84.4,72.0481927710843,73.7777777777778,69.4812700342055
"869","male","group E","associate's degree","free/reduced","completed",91.2,87.4698795180723,87.5555555555556,86.8535887873669
"870","male","group C","associate's degree","free/reduced","none",79.6,76.3855421686747,78.2222222222222,80.917661504192
"871","male","group B","high school","standard","none",83.6,79.7590361445783,76.4444444444444,80.4819009072735
"872","female","group C","some college","standard","completed",88,86.5060240963855,89.3333333333333,79.2436132273651
"873","male","group B","associate's degree","standard","completed",92.8,92.289156626506,90.2222222222222,93.1911571208612
"874","male","group E","associate's degree","free/reduced","none",96,95.1807228915663,92,90.9260548617438
"875","female","group C","bachelor's degree","free/reduced","none",77.2,81.6867469879518,82.6666666666667,77.8731807091941
"876","male","group C","some college","free/reduced","none",92,82.6506024096386,84.8888888888889,86.8169524613362
"877","male","group D","some college","standard","none",92.4,91.3253012048193,92.8888888888889,89.3298298693963
"878","male","group C","some high school","standard","none",82.8,81.2048192771084,79.5555555555556,80.0275600516266
"879","female","group D","some high school","standard","none",83.6,86.5060240963855,91.1111111111111,73.345444404468
"880","female","group D","associate's degree","standard","none",85.6,88.433734939759,88.4444444444444,62.9166833582334
"881","male","group C","bachelor's degree","standard","completed",85.2,82.6506024096386,84.8888888888889,85.0787146672989
"882","female","group E","bachelor's degree","standard","completed",88.4,85.5421686746988,86.6666666666667,84.9295532975308
"883","female","group B","high school","free/reduced","none",85.6,86.9879518072289,87.1111111111111,79.6470397780452
"884","male","group D","bachelor's degree","free/reduced","none",82,73.9759036144578,75.1111111111111,72.8752789914542
"885","female","group E","associate's degree","standard","none",80.4,76.3855421686747,79.5555555555556,90.7584825558278
"886","female","group C","associate's degree","standard","completed",84.8,88.433734939759,91.1111111111111,84.3108965956842
"887","female","group E","associate's degree","standard","completed",97.2,100,97.7777777777778,64.1867650565669
"888","male","group C","high school","free/reduced","none",81.6,86.5060240963855,81.7777777777778,83.4893358554049
"889","female","group D","some college","free/reduced","none",87.6,83.1325301204819,88.4444444444444,90.9900516347485
"890","male","group D","high school","free/reduced","none",77.6,76.3855421686747,76.8888888888889,71.5554523824841
"891","female","group E","some college","standard","completed",94.4,92.7710843373494,96,63.4183868725994
"892","female","group E","associate's degree","standard","none",94,96.144578313253,93.3333333333333,64.8498772507012
"893","female","group A","master's degree","free/reduced","none",80,84.0963855421687,88,80.9084420462198
"894","male","group D","some high school","standard","completed",95.2,87.4698795180723,88.8888888888889,90.6394484553647
"895","female","group E","associate's degree","standard","none",83.6,81.6867469879518,86.2222222222222,95.8719979853233
"896","female","group E","some high school","free/reduced","none",72.8,68.1927710843374,72.4444444444444,100
"897","male","group B","high school","free/reduced","none",74.4,65.7831325301205,67.5555555555556,67.7178965009335
"898","female","group B","some high school","free/reduced","completed",85.2,89.3975903614458,90.6666666666667,81.093296523461
"899","male","group D","associate's degree","standard","completed",86.8,77.8313253012048,83.5555555555556,85.5890826381115
"900","female","group D","some high school","standard","completed",86,89.3975903614458,92,66.0131397816713
"901","male","group D","master's degree","standard","none",94,92.289156626506,95.1111111111111,92.2438290815078
"902","female","group C","master's degree","standard","none",89.2,89.3975903614458,88.4444444444444,64.4681200051859
"903","female","group A","high school","free/reduced","completed",73.6,74.9397590361446,73.7777777777778,95.8895213302718
"904","female","group D","bachelor's degree","free/reduced","completed",97.2,100,100,57.6443573143923
"905","female","group D","some high school","free/reduced","none",86.8,92.289156626506,92.8888888888889,57.2310130040376
"906","male","group D","some college","standard","none",95.2,88.9156626506024,89.7777777777778,86.0128241199538
"907","male","group B","high school","standard","none",82.8,74.9397590361446,78.2222222222222,85.1559831069546
"908","female","group D","some college","standard","completed",91.6,92.289156626506,96,72.6201777532176
"909","female","group C","bachelor's degree","free/reduced","none",86.8,87.9518072289157,87.5555555555556,77.926612604739
"910","male","group E","bachelor's degree","standard","completed",88,82.6506024096386,86.6666666666667,79.050106068914
"911","male","group D","bachelor's degree","free/reduced","none",80,72.0481927710843,76.8888888888889,70.6926123514487
"912","female","group A","some college","standard","none",87.6,92.289156626506,92,56.9034472652494
"913","female","group C","bachelor's degree","standard","completed",80.8,81.2048192771084,84.8888888888889,93.8770111395414
"914","female","group C","bachelor's degree","free/reduced","completed",78.8,81.6867469879518,84.8888888888889,86.8373073455416
"915","female","group B","associate's degree","free/reduced","none",78.4,81.2048192771084,80,89.6560030680699
"916","female","group E","some college","standard","none",87.2,85.5421686746988,84.8888888888889,80.680472407633
"917","male","group E","bachelor's degree","standard","completed",100,100,100,99.623111762208
